Distriktkod;Distriktnamn; Arbetarepartiet-Socialdemokraterna; Sverigedemokraterna; Moderaterna; Vänsterpartiet; Centerpartiet; Kristdemokraterna; Miljöpartiet de gröna
01-80-2307;Vantör 7 Bäckahagen;28,34%;15,80%;13,66%;20,59%;4,38%;2,85%;9,07%
01-80-2308;Vantör 8 Högdalen Ö;35,54%;17,83%;7,79%;23,25%;2,51%;1,98%;6,61%
01-80-2309;Vantör 9 Högdalen mellersta;33,88%;18,17%;7,65%;24,04%;3,55%;1,64%;6,97%
01-80-2310;Vantör 10 Högdalen V;34,59%;11,03%;11,35%;18,16%;4,65%;2,16%;11,57%
01-80-2311;Vantör 11 Skebokvarnsvägen Ö mfl;36,49%;15,81%;8,24%;24,32%;2,84%;1,62%;6,62%
01-80-2312;Vantör 12 Skebokvarnsvägen N;29,76%;17,50%;13,45%;20,48%;3,45%;2,26%;8,10%
01-80-2313;Vantör 13 Örby V;28,05%;16,25%;24,02%;6,66%;9,59%;3,13%;5,95%
01-80-2314;Vantör 14 Örby S;27,21%;10,51%;24,16%;4,65%;12,12%;3,53%;9,63%
01-80-2315;Vantör 15 Örby N;26,57%;14,97%;24,27%;6,02%;10,98%;3,19%;7,97%
01-80-2316;Vantör 16 Snösätrahöjden;37,24%;11,16%;5,72%;31,24%;2,09%;2,37%;4,32%
01-80-2317;Vantör 17 Gillerbacken mfl;32,94%;15,28%;7,98%;27,67%;2,89%;1,70%;6,28%
01-80-2318;Vantör 18 Rågsved N;39,31%;9,73%;6,49%;27,10%;2,48%;1,15%;5,34%
01-80-2319;Vantör 19 Rågsved V;39,80%;13,08%;9,14%;20,53%;4,22%;3,38%;4,36%
01-80-2320;Vantör 20 Rågsved Ö;34,59%;11,16%;7,55%;28,14%;3,77%;4,09%;4,87%
01-80-2321;Vantör 21 Hagsätra Ö;33,28%;17,70%;12,71%;17,55%;4,84%;2,72%;5,75%
01-80-2322;Vantör 22 Hagsätra C;34,27%;15,32%;11,56%;21,64%;3,09%;2,02%;5,24%
01-80-2323;Vantör 23 Hagsätra V;37,98%;13,63%;7,35%;23,12%;4,44%;3,22%;5,36%
01-80-2324;Vantör 24 Ormkärr N;37,11%;17,18%;12,71%;12,14%;5,04%;3,21%;7,10%
01-80-2325;Vantör 25 Hagsätra N;38,08%;16,71%;11,51%;16,03%;4,52%;3,01%;5,48%
01-80-2326;Vantör 26 Rågsved C;36,91%;12,67%;7,24%;27,58%;3,20%;1,67%;3,48%
01-80-2327;Vantör 27 Bandhagen C;29,97%;14,64%;11,28%;21,66%;5,14%;2,67%;10,09%
01-80-2328;Vantör 28 Rågsved S;33,44%;13,83%;9,65%;26,85%;2,89%;1,77%;4,98%
01-80-2329;Vantör 29 Högdalen S;30,02%;12,50%;11,75%;24,57%;5,66%;2,24%;8,33%
01-80-2330;Vantör 30 Ormkärr S;35,86%;13,76%;12,67%;17,77%;4,17%;2,78%;6,03%
01-80-2331;Vantör 31 Högdalen C;28,52%;10,65%;11,83%;27,57%;6,75%;1,42%;8,28%
01-80-2332;Vantör 32 Bäckaskiftsvägen mfl;36,96%;12,78%;11,93%;13,94%;6,23%;1,58%;10,14%
01-80-2501;Farsta 1 Svedmyra N;32,76%;10,16%;16,26%;7,97%;9,51%;3,50%;14,63%
01-80-2502;Farsta 2 Svedmyra S;30,29%;12,44%;12,34%;18,96%;7,02%;2,71%;11,63%
01-80-2503;Farsta 3 Tallkrogen N;34,27%;16,35%;13,10%;13,55%;5,60%;1,79%;8,51%
01-80-2504;Farsta 4 Olympiaområdet;32,66%;10,49%;15,92%;9,20%;9,84%;1,93%;12,24%
01-80-2505;Farsta 5 Gubbängen Ö;31,56%;11,37%;13,74%;15,83%;6,35%;1,99%;12,13%
01-80-2506;Farsta 6 Gubbängen S;33,08%;12,49%;12,49%;17,72%;6,40%;2,67%;10,03%
01-80-2507;Farsta 7 Gubbängen V;34,92%;14,55%;8,27%;17,69%;5,36%;2,10%;12,81%
01-80-2508;Farsta 8 Skönstaholm;31,54%;16,67%;6,34%;21,76%;3,44%;2,48%;14,60%
01-80-2509;Farsta 9 Lingvägen S;34,75%;11,73%;9,27%;24,36%;4,36%;3,02%;7,82%
01-80-2510;Farsta 10 Kryddhyllan;27,87%;12,70%;10,22%;25,17%;4,16%;2,47%;12,36%
01-80-2511;Farsta 11 Fagerlid;29,12%;13,31%;7,74%;26,17%;3,19%;1,02%;13,88%
01-80-2512;Farsta 12 Hökarängen V;29,57%;17,91%;5,40%;22,94%;3,31%;1,96%;14,97%
01-80-2513;Farsta 13 Fagersjö yttre;31,99%;12,05%;16,22%;15,33%;5,80%;3,72%;6,99%
01-80-2514;Farsta 14 Tallkrogen V;30,43%;10,87%;14,09%;17,57%;5,65%;2,87%;11,57%
01-80-2515;Farsta 15 Farsta Strand V;38,01%;13,11%;13,03%;10,87%;5,89%;2,41%;10,04%
01-80-2516;Farsta 16 Farsta Strand C;40,93%;15,27%;9,96%;16,48%;3,54%;2,21%;6,86%
01-80-2517;Farsta 17 Farsta Strand Ö;40,54%;15,16%;9,68%;17,74%;3,23%;2,69%;6,02%
01-80-2518;Farsta 18 Larsboda;28,55%;12,97%;17,38%;13,24%;7,59%;3,45%;8,97%
01-80-2519;Farsta 19 Hästhagen;38,81%;17,76%;11,64%;18,51%;2,84%;1,94%;3,73%
01-80-2520;Farsta 20 Ekebergabacken mfl;28,18%;13,03%;14,50%;23,13%;4,72%;4,40%;7,17%
01-80-2521;Farsta 21 Farsta C;39,45%;15,51%;13,92%;14,24%;4,54%;2,64%;5,17%
01-80-2522;Farsta 22 Farstaängen;37,54%;15,28%;10,83%;16,77%;4,30%;2,37%;8,01%
01-80-2523;Farsta 23 Nykroppagatan mfl;38,79%;11,99%;13,24%;18,07%;2,80%;2,96%;7,32%
01-80-2524;Farsta 24 Värmlandsvägen mfl;31,82%;11,82%;14,79%;13,22%;6,28%;2,07%;13,80%
01-80-2525;Farsta 25 Sköndal V;31,80%;15,24%;15,61%;9,39%;6,43%;3,03%;11,76%
01-80-2526;Farsta 26 Norra Sköndal;31,42%;10,38%;20,38%;8,11%;9,81%;3,11%;9,25%
01-80-2527;Farsta 27 Dalbrobranten mfl;31,04%;16,70%;15,57%;9,62%;6,32%;3,49%;9,34%
01-80-2528;Farsta 28 Stora Sköndal;33,41%;9,48%;19,42%;8,55%;8,32%;3,35%;9,71%
01-80-2529;Farsta 29 Sköndal C;30,45%;22,36%;15,22%;12,46%;3,33%;3,52%;6,85%
01-80-2530;Farsta 30 Torsbygatan mfl;36,77%;11,34%;14,55%;18,67%;4,81%;3,32%;6,41%
01-80-2531;Farsta 31 Fagersjö inre;37,96%;18,66%;7,81%;21,05%;3,03%;3,35%;3,99%
01-80-2532;Farsta 32 Västboda;38,24%;11,32%;12,45%;18,99%;4,28%;3,27%;7,30%
01-80-2533;Farsta 33 Ågesta Broväg mfl;33,95%;11,32%;13,68%;15,20%;8,28%;2,53%;7,94%
01-80-2534;Farsta 34 Kristinehamnsgatan S mfl;33,74%;16,48%;12,11%;17,60%;5,49%;2,58%;6,84%
01-80-2535;Farsta 35 Russinvägen mfl;28,06%;16,44%;8,48%;25,97%;4,61%;2,09%;9,21%
01-80-2536;Farsta 36 Karin Larssons väg mfl;36,08%;6,19%;14,95%;7,73%;13,02%;2,19%;11,86%
01-80-2537;Farsta 37 Hökarängen N;29,53%;20,84%;6,33%;25,81%;2,85%;2,23%;7,69%
01-80-2538;Farsta 38 Gubbängen N;33,53%;12,09%;9,95%;18,48%;5,33%;2,01%;12,80%
01-80-2539;Farsta 39 Östmarksgatan mfl;36,66%;15,03%;11,94%;16,57%;3,79%;2,53%;7,30%
01-80-2701;Bromma 1 Abrahamsberg S;25,96%;15,69%;18,07%;10,18%;8,07%;2,11%;11,93%
01-80-2702;Bromma 2 Abrahamsberg N;27,83%;14,51%;17,62%;9,11%;8,71%;2,30%;10,11%
01-80-2703;Bromma 3 Åkeslund Ö;30,08%;11,18%;16,89%;9,58%;7,56%;2,77%;13,95%
01-80-2704;Bromma 4 Riksby N;27,42%;12,90%;21,70%;9,68%;8,94%;2,05%;8,36%
01-80-2705;Bromma 5 Åkeshov;28,14%;11,41%;17,36%;10,61%;9,16%;3,86%;10,29%
01-80-2706;Bromma 6 Riksby V-Brommaplan;29,94%;13,98%;21,46%;8,30%;9,29%;3,52%;6,13%
01-80-2707;Bromma 7 Riksby Ö;23,74%;10,85%;22,00%;7,95%;10,76%;4,07%;9,98%
01-80-2708;Bromma 8 Bromma kyrka S;15,03%;8,77%;37,68%;1,57%;13,15%;3,65%;7,83%
01-80-2709;Bromma 9 Bromma kyrka N;16,41%;7,93%;35,33%;3,20%;14,19%;2,92%;6,26%
01-80-2710;Bromma 10 Beckomberga S;31,13%;13,09%;23,28%;7,18%;8,15%;2,81%;5,82%
01-80-2711;Bromma 11 Bällstavägen S mfl;22,57%;8,65%;24,91%;1,75%;16,61%;4,80%;7,60%
01-80-2712;Bromma 12 Norra Ängby Ö;20,93%;6,83%;22,23%;4,88%;13,56%;8,13%;11,61%
01-80-2713;Bromma 13 Norra Ängby V;27,18%;10,04%;18,47%;11,36%;10,51%;2,94%;9,47%
01-80-2714;Bromma 14 Blackeberg V;33,72%;13,57%;10,72%;16,54%;5,30%;2,58%;11,50%
01-80-2715;Bromma 15 Blackeberg mellersta;31,96%;12,45%;14,02%;12,94%;7,25%;2,25%;12,06%
01-80-2716;Bromma 16 Blackeberg gård;33,98%;12,67%;16,24%;11,03%;6,56%;2,24%;11,48%
01-80-2717;Bromma 17 Blackeberg Ö;34,54%;11,77%;9,35%;14,63%;6,38%;4,29%;10,67%
01-80-2718;Bromma 18 Södra Ängby;12,13%;7,19%;37,02%;1,26%;16,44%;3,05%;6,74%
01-80-2719;Bromma 19 Johannesfred Ö;34,09%;16,98%;15,37%;10,29%;4,14%;2,81%;8,56%
01-80-2720;Bromma 20 Johannesfred V;31,13%;13,96%;17,79%;9,62%;8,38%;2,59%;10,13%
01-80-2721;Bromma 21 Bällsta;26,04%;14,20%;28,01%;4,34%;9,47%;3,94%;5,13%
01-80-2722;Bromma 22 Beckomberga N;28,03%;11,23%;23,52%;5,22%;10,96%;5,48%;7,52%
01-80-2723;Bromma 23 Mariehäll S;26,82%;11,91%;24,45%;6,64%;11,55%;3,82%;6,64%
01-80-2724;Bromma 24 Blackeberg N;33,58%;12,97%;14,64%;13,91%;5,54%;2,93%;9,10%
01-80-2725;Bromma 25 Karsvikshage;21,44%;6,94%;30,25%;2,94%;13,70%;3,65%;8,72%
01-80-2726;Bromma 26 Åkeslund V;30,94%;12,95%;20,86%;6,83%;7,37%;3,51%;8,72%
01-80-2727;Bromma 27 Eneby;26,26%;9,93%;26,60%;2,86%;12,12%;4,38%;4,71%
01-80-2728;Bromma 28 Annedalsparken;28,91%;12,88%;25,83%;6,95%;8,37%;3,87%;4,66%
01-80-2729;Bromma 29 Linaberg;28,06%;11,04%;27,12%;10,09%;6,50%;3,17%;5,90%
01-80-2730;Bromma 30 Beckomberga mellersta;32,90%;12,43%;20,37%;7,48%;7,38%;3,83%;6,64%
01-80-2731;Bromma 31 Blackeberg S;30,99%;15,38%;7,91%;15,93%;7,25%;2,97%;12,53%
01-80-2732;Bromma 32 Lönnebergaparken;28,89%;11,85%;22,84%;7,22%;9,73%;5,65%;6,59%
01-80-2733;Bromma 33 Mariehäll N;25,75%;10,30%;26,87%;6,55%;9,83%;4,59%;5,81%
01-80-2801;Essinge 1 Lilla Essingen mellersta;29,09%;11,53%;20,95%;8,05%;11,25%;2,65%;8,23%
01-80-2802;Essinge 2 Lilla Essingen N;25,05%;9,69%;20,63%;11,23%;9,98%;2,40%;9,69%
01-80-2803;Essinge 3 Stora Essingen S;21,50%;10,64%;25,84%;7,38%;9,77%;3,69%;12,38%
01-80-2804;Essinge 4 Stora Essingen N;25,02%;10,22%;21,09%;6,19%;11,15%;4,50%;11,81%
01-80-2805;Essinge 5 Stora Essingen Ö;25,27%;11,08%;19,35%;8,06%;13,01%;3,87%;8,92%
01-80-2806;Essinge 6 Luxområdet;23,06%;10,68%;27,59%;2,83%;15,29%;4,45%;6,39%
01-80-2901;Västerled 1 Smedslätten V;12,65%;6,51%;41,81%;1,57%;11,69%;4,46%;4,70%
01-80-2902;Västerled 2 Äppelviken;15,18%;4,71%;37,22%;2,16%;14,06%;3,51%;6,15%
01-80-2903;Västerled 3 Stora Mossen;13,03%;7,39%;37,48%;2,44%;12,35%;4,87%;6,47%
01-80-2904;Västerled 4 Alvik;22,65%;8,84%;24,28%;8,21%;11,28%;3,79%;10,65%
01-80-2905;Västerled 5 Johannelund;32,81%;11,13%;17,97%;7,91%;9,18%;2,15%;10,84%
01-80-2906;Västerled 6 Traneberg S;26,75%;11,79%;19,67%;9,16%;9,34%;3,90%;10,88%
01-80-2907;Västerled 7 Traneberg Ö;28,00%;12,50%;20,54%;9,01%;9,50%;3,49%;10,17%
01-80-2908;Västerled 8 Minneberg;34,62%;7,50%;22,68%;4,04%;9,96%;3,85%;9,57%
01-80-2909;Västerled 9 Ulvsunda trädgårdsstad;20,24%;11,24%;23,54%;5,95%;14,02%;3,44%;7,01%
01-80-2910;Västerled 10 Nockebyhov V;22,50%;10,74%;24,61%;4,96%;10,56%;4,96%;8,72%
01-80-2911;Västerled 11 Nockebyhov Ö;20,85%;10,12%;27,60%;3,73%;13,13%;4,08%;7,01%
01-80-2912;Västerled 12 Nockeby S;12,45%;10,14%;38,45%;1,96%;11,00%;5,29%;5,71%
01-80-2913;Västerled 13 Nockeby N;19,63%;9,12%;28,09%;2,60%;11,16%;4,37%;9,21%
01-80-2914;Västerled 14 Höglandet-Olovslund;11,68%;8,42%;38,92%;0,99%;13,58%;5,01%;6,22%
01-80-2915;Västerled 15 Ålsten S;10,82%;5,90%;40,31%;1,67%;13,96%;4,82%;4,42%
01-80-2916;Västerled 16 Ålsten N;13,27%;7,26%;37,70%;2,12%;13,36%;4,51%;5,31%
01-80-2917;Västerled 17 Traneberg mellersta;31,39%;12,06%;19,62%;5,93%;10,53%;3,83%;9,19%
01-80-2918;Västerled 18 Ulvsunda N;28,73%;12,91%;19,98%;7,41%;9,32%;2,58%;9,76%
01-80-2919;Västerled 19 Smedslätten Ö;16,80%;7,57%;35,62%;2,72%;12,19%;3,79%;6,98%
01-80-3101;Vällingby 1 Vällingby N;31,15%;10,22%;13,29%;9,03%;11,31%;2,88%;17,06%
01-80-3102;Vällingby 2 Vällingby V;33,10%;14,63%;11,96%;13,59%;6,16%;3,95%;8,48%
01-80-3103;Vällingby 3 Vällingby Ö;31,09%;17,49%;13,86%;17,36%;5,31%;2,07%;6,09%
01-80-3104;Vällingby 4 Vällingby C;35,93%;16,08%;9,57%;14,42%;5,79%;3,78%;6,97%
01-80-3105;Vällingby 5 Grimsta V;37,71%;16,89%;8,30%;21,12%;4,52%;1,81%;3,77%
01-80-3106;Vällingby 6 Grimsta Ö;38,97%;12,44%;10,12%;18,91%;2,99%;3,81%;6,63%
01-80-3107;Vällingby 7 Råcksta Ö;31,19%;17,34%;13,52%;15,38%;5,34%;3,05%;8,51%
01-80-3108;Vällingby 8 Råcksta V;36,26%;17,77%;10,85%;13,22%;5,17%;3,10%;7,44%
01-80-3109;Vällingby 9 Råcksta N;31,70%;14,97%;15,17%;11,94%;6,26%;3,82%;9,39%
01-80-3110;Vällingby 10 Nälsta Ö;30,08%;7,67%;26,60%;3,48%;10,22%;4,88%;6,97%
01-80-3111;Vällingby 11 Nälsta V;26,67%;13,68%;21,88%;6,75%;9,23%;4,36%;7,26%
01-80-3112;Vällingby 12 Grimsta mellersta;36,12%;14,10%;8,96%;21,59%;4,41%;3,52%;5,73%
01-80-3113;Vällingby 13 Kälvesta V;30,86%;14,53%;22,89%;4,56%;8,45%;3,89%;6,17%
01-80-3114;Vällingby 14 Kälvesta S;33,18%;11,10%;23,24%;7,98%;6,47%;3,24%;4,97%
01-80-3115;Vällingby 15 Vinsta V;30,00%;15,20%;23,06%;5,61%;8,67%;4,18%;3,98%
01-80-3116;Vällingby 16 Vinsta Ö;26,59%;14,65%;22,39%;9,23%;7,46%;5,97%;4,21%
01-80-3117;Vällingby 17 Råcksta S;30,77%;14,14%;15,76%;14,64%;5,96%;2,61%;9,18%
01-80-3118;Vällingby 18 Nälsta gård;28,57%;13,80%;19,78%;6,11%;9,65%;4,76%;7,69%
01-80-3119;Vällingby 19 Vällingby mellersta;36,55%;13,12%;12,15%;17,03%;5,75%;2,60%;4,66%
01-80-3120;Vällingby 20 Johannelund trädg.stad;32,33%;13,61%;17,01%;15,12%;5,10%;3,78%;4,16%
01-80-3121;Vällingby 21 Vällingby Parkstad;29,94%;12,11%;17,71%;12,80%;9,37%;3,66%;6,97%
01-80-3122;Vällingby 22 Kälvesta Ö;27,63%;12,28%;24,78%;9,65%;8,33%;3,84%;6,25%
01-80-3401;Enskede 1 Årstaberg;33,42%;10,99%;11,71%;13,94%;7,06%;1,79%;15,46%
01-80-3402;Enskede 2 Sköntorpsvägen V;30,65%;8,70%;13,59%;14,33%;5,22%;2,24%;18,23%
01-80-3403;Enskede 3 Siljansvägen V;32,55%;10,60%;12,03%;12,78%;6,39%;2,94%;16,15%
01-80-3404;Enskede 4 Årsta Centrum;31,38%;8,87%;10,43%;16,96%;7,12%;1,36%;18,71%
01-80-3405;Enskede 5 Valla torg V;33,94%;12,02%;10,92%;17,52%;5,69%;2,57%;10,73%
01-80-3406;Enskede 6 Valla torg Ö;34,79%;12,09%;10,69%;19,63%;4,65%;2,80%;10,96%
01-80-3407;Enskede 7 Långhalsvägen mfl;31,93%;6,72%;10,34%;15,46%;7,39%;2,02%;19,92%
01-80-3408;Enskede 8 Årstaskogen;35,39%;9,34%;10,64%;12,82%;7,06%;2,58%;16,80%
01-80-3409;Enskede 9 Sköntorpsvägen Ö;33,08%;8,93%;12,22%;14,66%;7,52%;1,69%;15,41%
01-80-3410;Enskede 10 Bolmensvägen mfl;33,15%;7,03%;11,78%;17,99%;7,03%;1,83%;13,88%
01-80-3411;Enskede 11 Gullmarsplan;29,90%;11,36%;15,21%;12,15%;8,92%;2,71%;11,54%
01-80-3412;Enskede 12 Skärmarbrink;29,17%;16,32%;13,38%;17,57%;7,58%;1,78%;8,65%
01-80-3413;Enskede 13 Blåsut;29,75%;13,41%;15,58%;16,15%;5,10%;4,53%;8,50%
01-80-3414;Enskede 14 Globen;30,70%;13,35%;13,92%;13,06%;7,91%;2,96%;9,44%
01-80-3415;Enskede 15 Enskede Gård N;28,23%;9,51%;12,68%;14,62%;9,20%;1,70%;16,16%
01-80-3416;Enskede 16 Enskede Gård S;30,96%;10,01%;17,84%;9,21%;9,09%;1,96%;12,54%
01-80-3417;Enskede 17 Enskedefältet;29,70%;9,36%;19,53%;5,60%;12,61%;2,85%;11,80%
01-80-3418;Enskede 18 Gamla Enskede S;29,16%;7,31%;17,15%;6,53%;13,40%;2,87%;14,71%
01-80-3419;Enskede 19 Gamla Enskede N;28,23%;9,18%;16,35%;7,60%;11,54%;2,80%;14,77%
01-80-3420;Enskede 20 Skogskyrkogården;28,75%;8,48%;18,51%;11,69%;9,51%;2,59%;12,62%
01-80-3421;Enskede 21 Dalen N;35,29%;10,99%;8,79%;22,83%;4,88%;2,32%;9,16%
01-80-3422;Enskede 22 Dalen S;34,72%;10,32%;11,80%;19,44%;3,62%;1,61%;13,27%
01-80-3423;Enskede 23 Enskede IP;35,75%;8,09%;14,37%;10,99%;8,94%;2,29%;12,68%
01-80-3424;Enskede 24 Dalen V;36,35%;9,19%;10,43%;20,30%;5,21%;2,88%;9,19%
01-80-3425;Enskede 25 Ottsjövägen mfl;32,95%;12,71%;8,15%;16,20%;5,28%;1,70%;18,26%
01-80-3426;Enskede 26 Årstavägen Ö;33,80%;9,50%;15,27%;14,06%;6,70%;1,77%;12,38%
01-80-3601;Skarpnäck 1 Bagarmossen S;27,81%;7,71%;5,33%;28,10%;4,57%;1,90%;20,38%
01-80-3602;Skarpnäck 2 Brotorp;29,20%;5,97%;5,17%;21,48%;4,61%;1,03%;29,36%
01-80-3603;Skarpnäck 3 Ljusnevägen mfl;30,36%;7,92%;6,05%;23,32%;3,85%;1,87%;22,00%
01-80-3604;Skarpnäck 4 Bergsrådsvägen mfl;27,65%;8,48%;5,30%;31,21%;3,28%;1,54%;18,88%
01-80-3605;Skarpnäck 5 Bagarmossen N;36,54%;12,87%;6,76%;28,22%;2,47%;2,08%;7,02%
01-80-3606;Skarpnäck 6 Bagarmossen C;28,35%;11,69%;6,93%;27,49%;3,79%;2,92%;13,10%
01-80-3607;Skarpnäck 7 Skarpnäcks trädgårdsstad;32,51%;3,74%;9,86%;8,40%;10,32%;1,10%;26,67%
01-80-3608;Skarpnäck 8 Enskededalen Ö;29,08%;5,13%;17,56%;7,53%;11,86%;2,96%;17,56%
01-80-3609;Skarpnäck 9 Kärrtorp S;32,16%;11,42%;6,85%;24,17%;3,95%;1,05%;16,70%
01-80-3610;Skarpnäck 10 Kärrtorp N;32,88%;9,79%;7,12%;20,26%;4,55%;1,80%;19,14%
01-80-3611;Skarpnäck 11 Björkhagen Ö;28,86%;8,66%;4,88%;17,61%;6,77%;1,09%;27,06%
01-80-3612;Skarpnäck 12 Björkhagen V;30,52%;7,95%;8,03%;18,01%;6,00%;1,61%;22,99%
01-80-3613;Skarpnäck 13 Björkhagen N;30,52%;7,20%;8,54%;16,79%;5,95%;1,44%;23,90%
01-80-3614;Skarpnäck 14 Hammarbyhöjden S;32,96%;10,14%;8,62%;15,72%;7,61%;1,72%;16,84%
01-80-3615;Skarpnäck 15 Hammarbyhöjden N;32,06%;8,95%;12,40%;13,42%;9,51%;0,93%;15,84%
01-80-3616;Skarpnäck 16 Hammarbyhöjden Ö;29,32%;8,92%;9,81%;17,84%;8,47%;2,23%;17,06%
01-80-3617;Skarpnäck 17 Hammarbyhöjden NV;30,62%;10,11%;12,76%;16,09%;7,26%;1,47%;12,66%
01-80-3618;Skarpnäck 18 Skarpnäck Ö;37,47%;8,63%;8,45%;18,92%;5,33%;1,74%;15,79%
01-80-3619;Skarpnäck 19 Skarpnäck S-Orhem;32,58%;9,94%;7,28%;22,83%;4,53%;2,85%;16,73%
01-80-3620;Skarpnäck 20 Skarpnäck V;30,12%;10,73%;6,68%;28,48%;4,16%;3,07%;10,62%
01-80-3621;Skarpnäck 21 Pungpinan mfl;32,31%;10,17%;9,36%;17,37%;5,58%;1,80%;17,37%
01-80-3622;Skarpnäck 22 Hammarbyhöjden NÖ;32,40%;9,63%;10,44%;13,95%;7,29%;2,07%;17,64%
01-80-3623;Skarpnäck 23 Skarpnäck C;34,34%;8,93%;8,50%;24,76%;4,09%;1,61%;12,70%
01-80-3624;Skarpnäck 24 Bagarmossen V;31,66%;8,84%;6,44%;24,56%;3,28%;1,31%;19,54%
01-80-3625;Skarpnäck 25 Enskededalen V;31,85%;8,08%;12,53%;9,48%;12,30%;1,99%;16,74%
01-80-3626;Skarpnäck 26 Kärrtorp C;32,31%;9,44%;8,45%;20,08%;4,17%;1,69%;19,58%
01-80-3627;Skarpnäck 27 Björkhagen mellersta;31,05%;7,74%;7,00%;17,55%;5,44%;0,74%;25,95%
01-80-3628;Skarpnäck 28 Hammarbyhöjden mellan;32,38%;8,49%;12,24%;14,61%;7,31%;3,46%;15,50%
01-80-3629;Skarpnäck 29 Blåsut Ö;31,25%;10,11%;22,06%;8,00%;9,38%;2,94%;7,81%
01-80-3801;Hässelby 1 Hässelby Strand V;37,13%;19,93%;8,21%;14,35%;3,29%;3,18%;5,81%
01-80-3802;Hässelby 2 Hässelby Strand S;30,62%;16,30%;16,17%;8,89%;6,05%;3,46%;9,01%
01-80-3803;Hässelby 3 Hässelby Strand N;37,14%;19,18%;12,93%;14,83%;3,95%;2,99%;3,67%
01-80-3804;Hässelby 4 Hässelby Strand Ö;38,37%;14,85%;13,24%;13,99%;4,70%;2,23%;6,56%
01-80-3805;Hässelby 5 Hässelby Gård S;33,72%;19,54%;7,09%;22,14%;3,62%;2,17%;6,37%
01-80-3806;Hässelby 6 Hässelby Gård Ö;33,16%;18,49%;8,04%;18,24%;4,59%;3,70%;6,63%
01-80-3807;Hässelby 7 Hässelby Gård N;29,81%;20,75%;13,04%;18,76%;5,09%;1,86%;5,47%
01-80-3808;Hässelby 8 Hässelby Gård C;39,11%;16,31%;9,68%;19,36%;3,18%;2,93%;2,68%
01-80-3809;Hässelby 9 Hässelby Gård V;33,89%;14,14%;15,60%;12,12%;5,84%;4,04%;8,31%
01-80-3810;Hässelby 10 Hässelby Villast. mellan;24,29%;12,10%;28,36%;5,01%;10,30%;6,52%;5,58%
01-80-3811;Hässelby 11 Hässelby Villastad V;26,52%;12,93%;28,52%;2,28%;11,31%;4,85%;3,71%
01-80-3812;Hässelby 12 Hässelby Villastad Ö;24,93%;13,47%;24,74%;5,92%;9,84%;5,35%;6,21%
01-80-3813;Hässelby 13 Hässelby Villastad NV;32,21%;18,85%;17,88%;7,96%;6,55%;3,89%;5,66%
01-80-3814;Hässelby 14 Lövsta;27,44%;16,32%;25,36%;5,52%;6,00%;5,44%;4,88%
01-80-3815;Hässelby 15 Backlura N;29,13%;18,03%;27,55%;4,59%;6,59%;3,26%;2,84%
01-80-3816;Hässelby 16 Backlura S;30,59%;17,84%;23,29%;6,65%;6,56%;4,34%;3,42%
01-80-3817;Hässelby 17 Hässelby Villastad NÖ;32,52%;12,96%;22,45%;12,38%;4,63%;3,82%;3,36%
01-80-3818;Hässelby 18 Smedshagen;33,89%;14,03%;16,25%;15,97%;4,44%;5,14%;1,67%
01-80-3819;Hässelby 19 Hässelby Villastad S;21,23%;12,69%;31,09%;4,15%;9,95%;4,39%;7,30%
01-80-3820;Hässelby 20 Hässelby Gård mellersta;36,45%;12,29%;8,38%;22,35%;5,31%;2,09%;4,19%
01-80-3821;Hässelby 21 Hässelby Strand mellan;37,16%;14,08%;11,76%;18,14%;3,92%;3,34%;4,64%
01-80-3901;Hägersten 1 Nybohov V;36,06%;11,49%;11,76%;18,76%;4,62%;2,51%;9,51%
01-80-3902;Hägersten 2 Nybohov Ö;29,43%;11,52%;10,79%;23,58%;6,22%;1,65%;10,60%
01-80-3903;Hägersten 3 Stora Fågelsången;33,67%;6,86%;9,74%;14,38%;6,77%;1,86%;21,15%
01-80-3904;Hägersten 4 Gröndal C;27,10%;8,29%;10,31%;14,36%;9,50%;1,92%;23,36%
01-80-3905;Hägersten 5 Gröndal V;28,85%;8,77%;15,89%;13,36%;9,49%;3,08%;13,60%
01-80-3906;Hägersten 6 Ekensberg;29,54%;13,31%;12,00%;14,92%;5,62%;2,15%;15,54%
01-80-3907;Hägersten 7 Gröndal N;32,01%;7,62%;11,13%;12,35%;8,08%;1,68%;20,96%
01-80-3908;Hägersten 8 Aspudden Ö;30,83%;8,82%;8,65%;19,13%;5,41%;1,83%;18,95%
01-80-3909;Hägersten 9 Aspudden C;36,82%;6,16%;6,40%;15,64%;7,02%;2,34%;20,44%
01-80-3910;Hägersten 10 Örnsberg;31,02%;9,51%;7,96%;18,72%;5,79%;1,86%;20,06%
